"Sexo","Escenario","e0","Ganancia"
"Hombres","Con homicidios",73.03,0
"Hombres","Sin homicidios",74.3956058410996,1.36560584109961
"Mujeres","Con homicidios",79.37,0
"Mujeres","Sin homicidios",79.6037239174372,0.233723917437189
